drug_1_name,drug_2_name,weight
Woriconazol,Ruksolitynib,0
Tolbutamid,Triptorelina,4
Prrazosina,Metroheksital,0
Tramadol,Perfenazyna,4
Urokinaza,Klopidogrel,1
Glimepirde,MetotrimePrazine,3
Duloksetyna,Neirityd,3
Bortezomib,Teriflunomid,3
Walsartan,DEXMEDETOMIDINE,1
Glimepirde,Deksketoprofen,3
Nimodypina,Mitotane,1
Aprepitant,Trabtykedina,4
Duloksetyna,Clevidypina,2
Candesartan CILEXETIL,Tadalafil,4
Darunawir,Daclataswir,4
Topiramat,Diclofenamid,3
Pimecrolimus,Cortycotropina,3
Trimetoprim,Dabrafenib,0
Mirtazapine,Isocarboksazid,2
Chlorpromazyna,Moklobemid,4
Zolpidem,Quazepam,1
Fenelzine,Mianserina,0
Sulfizoksazol,Nitrendipina,2
Zolpidem,Stiripentol,4
Hydroksyzyna,Efawirenz,4
Trebrostinil,Edoksaban,4
Amfetamina,Fengamfamina,0
Dasatynib,Avanafil,4
Oktreotyd,Ceritnib,1
Reserpina,Azelastyna,3
Ziprazidon,Nabilon,1
Chlorstalidon,Hydromorphon,1
Metotreksat,Kwas mefenamowy,3
Morfina,Brimondyna,3
Fentoina,Pramipeksole,1
Formoterol,Dopamina,0
Streptokinaza,Desirudina,3
Repaglinid,Histrelina,4
Kofeina,Indacaterol,1
Amitriptlina,Mepivacaine,0
Kwas tiaproofenowy,Omacetaksine Mepesuccynat,1
Tetrabenazyna,Rotigotina,4
Telaprewir,Saksagliptina,2
Chlorotiazid,Etanol,3
Werapamil,Abirateron,3
Pramipeksole,Amobarbital,1
Ziprazidon,Canagliflozyna,1
Roflumilast,Belmumab,4
Butabarbital,Lamotrygina,3
Benzylopenicyna,Kanamycyna,4
Doksylamine,Stiripentol,2
Glukagon,Pimozyd,3
Morfina,Ramosetron,2
Chlorozokon,Perampanel,1
Digoksyna,Etrawiryna,0
Citalopram,Ibrrutynib,1
Perindopril,Aurotiomalat sodu,4
Secobarbital,Chlorotiazid,4
Topiramat,Metalizmina,3
Modafinil,Klarytromycyna,3
Mykofenolate mofetil,Bekampicylina,0
Meperidyna,Tranilcypromina,0
Doksepina,Kation litowy,2
Prymidon,Rotigotina,4
Warfaryna,Cefaloglikina,0
Ospemifen,Idelalisib,4
Linezolid,Amisulpryd,0
Fenoterol,Feniramina,3
Kwas walproinowy,Ritonawir,0
Mitotane,Rilpiwiryna,3
Fluisolid,Chlorotiazid,4
Mezorydazyna,Desvenlafaksine,0
Dyszyramid,Acetoheksamid,4
Budesonid,Deferasiroks,4
Insulina Ludzka,Arypiprazol,4
Leuprolyd,Linagliptyna,1
Walsartan,Paracetamol,0
Nelfinawir,Naloksegol,2
Ceftriakson,Ribostamycyna,1
Linezolid,Mefenterminna,4
Desmopressina,Warfaryna,3
Tacrine,Promazina,0
Irinotecan,Ivacaft,3
Hydralazina,Moksonidyna,1
Loratadyna,Hydroksyzyna,3
Insulina Ludzka,Everolimus,0
Acenokumarol,Sulodeksyd,0
Acetoheksamid,Hydrokortyzon,4
Meprobamat,Dronabinol,1
Dicoumarol,Salsalat,4
Insulina Lispro,Dapagliflozyna,0
Trastuzumab,Trastuzumab Emtansine,3
Azelastyna,Butylskopolamina,1
Pramipeksole,Ezogabine,2
Guanfacyna,Dasatynib,3
Tetrabenazyna,Abirateron,3
Erytromycyna,Nintedanib,3
Lorazepam,MetotrimePrazine,0
Amifostyna,Azilsartan medoksomil,2
Ergometrine,Posakonazol,0
Brimondyna,Sotalol,0
Tocilizumab,Crizotynib,1
Amfetamina,Imipramina,0
Klopidogrel,Amiodaron,2
Cyklosporyna,Foscarnet,4
Zolpidem,Cyklobenzapryna,4
Capecitabine,Sipuleucel-T,1
Metroheksital,Telmisartan,1
Apomorfina,Bupropion,1
Remoksypryda,Paroksetyna,2
Lansoprazol,Kwas tiludroniczny,3
Pentostatyna,Leflunomyd,2
Bromazepam,Rotigotina,0
Hydroksyzyna,Dimenhydrunat,3
Dyszyramid,Bosentan,1
Chlorozokon,Droperidol,1
Bacofen,Clobazam,0
Fluwoksamina,Selegilina,0
Olanzapina,Insulina detemir,0
Trebrostinil,Sotalol,4
Tasimelteon,Oksybatan sodu,2
Glimepirde,Hydrochlorotiazyd,1
Eteksylan dibagatranu,Dalteparna,3
Metolazon,Risperidon,4
Fluwoksamina,Kwas salicylowy,1
Doksycylina,Nafcillina,2
Aspiryna,Worapaksar,0
Silodozyna,Idelalisib,2
Erytromycyna,Bosentan,4
Diazoksyd,Saksagliptina,0
Ketamina,Lumactaftor,2
DEXMEDETOMIDINE,Iobenguan,4
Diltiazem,Fentanyl,2
Prymidon,Metipranolol,3
Metformina,Prymidon,3
Dronabinol,Remifentanil,0
Prochlorperazina,Thiopental,0
Losartan,Siltuksimab,1
Abciksimab,Lewonorgestrel,4
Enzalutamid,Siltuksimab,3
Trebrostinil,Diklofenak,4
Kultury,Sulpiryd,0
Reserpina,Rifaksimina,0
ICozapent,Kwas mefenamowy,3
Fentoina,Cabazitaksel,4
Metsusimid,Mianserina,1
Flurburfofen,Floctafenina,4
Teniposid,Leflunomyd,4
Selegilina,Pholcodine,2
Framycetyn,Cefotaksime,1
Bendroflumetiazyd,Leworfanol,2
Dronabinol,Fosamprenawir,2
Węglan wapnia,Elvitegrawir,3
Wardenafil,Felodipina,4
Dolasetron,Mifepriston,2
Fentoina,Moklobemid,4
Werteporfina,Hydrochlorotiazyd,4
Peginterferon alfa-2b,Gefitnib,3
Amlodypina,Fenobarbital,3
Wankomycyna,Colistina,3
Paracetamol,Clenbuterol,2
Darunawir,Temsirolimus,0
Metadon,Clotiazepam,3
Ramelteon,Paraldehyd,0
Diltiazem,Zuclopentiksol,4
Levotyroksine,Piracetam,4
Mesalazina,Rabeprazol,1
Atorwastatyna,Brentuksimab Wedotina,2
Gemcytabina,Roflumilast,0
Difenhydramina,ACLIDIUM,3
Fenindion,Piroksicam,2
Reserpina,Sertralina,3
Tripolidynę,Labetalol,0
Tramadol,Darunawir,1
Goserelina,Bortezomib,3
Tocilizumab,Ivabradyna,4
Erlotynib,Luliconazol,4
Insulina Lispro,Bumetanid,1
Skopolamina,Rufinamid,1
Sufentanil,Paraldehyd,3
Iloprost,Moksonidyna,3
Losartan,Lewodopa,3
Kwas risedronic,Amobarbital,1
Fluoksetyna,Kwas edetic,2
Hialuronidaza (owiec),Bismut subalicylan,2
Kwas walproinowy,Promazina,0
Rosiglitazon,Gemfibrozil,0
Bleomycyna,Filgrastim,2
Rifapencja,Flunizyna,2
Sirolimus,Siltuksimab,1
Boceprewir,Dienogest,2
Etonogestrel,Chlorpropamid,2
Indometacyna,Netilmycyna,3
Ergotamina,Amisulpryd,1
Dronedaron,Lomitapyd,2
Lorazepam,Levetiracetam,0
Teniposid,Palbocyclib,3
Enalapryl,Drospirenon,3
Mitotane,Eksemestane,4
Warfaryna,Enoksaparina,0
Tiklopidyna,Ifosfamid,2
Prrazosina,Perhekslina,1
Pentobarbital,Rotigotina,3
Sulfizoksazol,Fenelzine,1
Ziconotyd,Perampanel,3
Salbutamol,Nafazolina,4
Ranolazine,Dasatynib,2
Insulina Ludzka,Progesteron,0
Natalizumab,Fluorouracyl,0
Chinina,Werapamil,1
Siarczan magnezu,Ibandronat,0
Kwas clorazepowy,Paroksetyna,1
Tacrolimus,Wedolizumab,4
Amfotericin B,Streptomycyna,3
Olanzapina,Fosforan Tedizolidu,3
Acetofenazyna,Kation litowy,3
Sunitynib,Sipuleucel-T,1
Chinidyna,Doksorubicyna,1
Butobarbitalny,Empagliflozyna,4
Rifampicyna,Wemurafenib,3
Cimetidyna,Capecitabine,3
Leflunomyd,Pazopanib,0
Tizanidine,Bretylium,1
Nitrendipina,Glukonat wapnia,2
Bivivalirudina,Ibrrutynib,0
Sufentanil,Metipranolol,0
Acetoheksamid,Octan cyproteronu,2
Kultury,Tacrine,1
Gliburyd,Rifampicyna,3
Pegvisomant,Saksagliptina,4
Abirateron,Stiripentol,4
Aldesleukina,Torasemid,1
Atenolol,Diazoksyd,3
Toksyna botulinowa typu B,PROCYCIDINE,2
Bosentan,Chinidyna,2
Zolmitriptan,Benzquinamid,1
Buprenorfina,Prometazyna,4
Prilokaina,Fenazopirydynę,1
Dicoumarol,Chloramphenicol,2
Clomipramina,Zuclopentiksol,1
Ropiniol,Chlordiazepoksyd,2
Dapson,Artemeter,0
Warfaryna,Esomeprazol,4
Liotironina,Amitriptlina,4
Quetiapine,Oksybatan sodu,0
Fentoina,Posakonazol,4
Rifabutina,Nifedipina,1
Topiramat,Nimodypina,3
Modafinil,Konivaptan,1
Nabilon,Meclizyna,3
Teofilina,Dobutamina,0
Solifenacyna,Simeprewir,4
Insulina Glargine,Drospirenon,3
OksCarbazepine,Hydrochlorotiazyd,4
Desmopressina,Hydrokodon,2
Aprepitant,Buprenorfina,0
Diklofenak,Enoksaparina,4
Pioglitazon,Gemfibrozil,4
Citalopram,Trympramina,0
Hydroksyzyna,Pipotiazyna,2
Simeprewir,Luliconazol,4
Doofetiled,Klarytromycyna,0
Fentoina,Caspofungina,1
Nelfinawir,Deksametazon,2
Remoksypryda,Ergotamina,3
Zolpidem,Difenhydramina,1
Reserpina,Kabergolina,3
Fentoina,Wigabatrina,0
Wardenafil,Etrawiryna,4
Sulindak,Dimetylo sulfotlenek,0
Metaminództwo,Morfina,0
Pentamidyna,Stanolon,4
Kation litowy,Phendimetrazine,2
Aspiryna,Sunitynib,3
Dimenhydrunat,Rotigotina,4
Trastuzumab Emtansine,Denosumab,3
Trimetoprim,Ibesartan,0
Tadalafil,Telaprewir,1
Simvastatyna,Fenofibrat,3
Prymidon,Eslicarbazepine octan,0
Trebrostinil,Dipyridamole,3
Karwedilol,Abirateron,2
Hydroksyzyna,Guanfacyna,3
Glukagon,Clemastena,4
Newirapine,Bosentan,3
Bacitracyna,Neomycyna,4
Izosorbide mononitran,Kwas fusydowy,3
Losartan,Fenelzine,0
Atazanawir,Colchicyna,0
Carteolol,Heksobarbital,1
Ketoprofen,Floctafenina,2
Torasemid,Besylan atracurium,4
Brimondyna,Siarczan magnezu,1
Hydromorphon,Orphenadryna,1
Lorazepam,Klonidyna,0
Nafcillina,Tobramycyna,3
Felbamat,Dasatynib,0
Esomeprazol,Żelazny dekstran,1
Beksaroten,Zolpidem,4
Fentoina,Phendimetrazine,2
Hydroflumetiazyd,Hydrokodon,4
Zolmitriptan,Chlormezanon,0
Imipramina,Triflupromazyna,1
Goserelina,Desllurane,1
Sulfametoksazol,Insulina Ludzka,2
Citalopram,Isoflurane,1
Budesonid,Palbocyclib,2
Zolpidem,Triazolam,2
Tolterodina,Itrakonazol,3
Chinina,Azilsartan medoksomil,0
Cefaloglikina,Prymenid,0
Sulindak,Hydralazina,0
Sulfadiazina,Procaine,2
Bevacizumab,Mitokantrola,1
Phentermine,Prochlorperazina,2
Werteporfina,Floctafenina,4
Epinefryna,Izometepen,1
Fenobarbital,Luliconazol,4
Colesevelam,Fenofibrat,3
Amlodypina,Tlenek magnezu,2
Celecoksib,Hydralazina,2
Nafcillina,Warfaryna,3
Rifabutina,Raltegrawir,0
Dicoumarol,Noetisteron,4
Winorelbine,Ivacaft,1
Sertindole,Quinagolid,0
TenecttePlase,Citalopram,0
Tolmetina,Warfaryna,2
Sulpiryd,Azelastyna,0
Atazanawir,Simeprewir,0
Irinotecan,Nilotynib,2
Phendimetrazine,Sertindole,0
Doksepina,Mirabegron,1
Kwas pamidroniczny,Kwas mefenamowy,2
Metyldopa,Prokarbazyn,4
Diazepam,Saquinawir,1
Streptokinaza,Kwas tiaproofenowy,2
Imipramina,Siarczan magnezu,0
Werapamil,Eteksylan dibagatranu,2
Cyklosporyna,Fenoprofen,4
Żelazny dekstran,Wodorowęglan sodu,0
Simeprewir,Hydroksyprogesteron,0
Natalizumab,Azacitydyna,0
Timolol,Heksobarbital,4
Metadon,Mitotane,3
Pimecrolimus,Crizotynib,1
Tranilcypromina,Insulina Ludzka,4
Oktreotyd,Zuclopentiksol,4
Fondaparinuks,Desvenlafaksine,0
Metamfetamina,Doksofilina,4
Meclizyna,Trichlormetiazyd,3
Hydrochlorotiazyd,Alogliptyna,1
Orphenadryna,ACLIDIUM,0
Nisoldypina,Lewodopa,0
Witamina C,Lisdeksamfetamina,2
Amfetamina,Clomipramina,4
Torasemid,Fozynopril,0
Mitotane,Itrakonazol,0
Dantrolen,Ivacaft,4
Clobazam,Droperidol,4
Abciksimab,Heparyna,2
Chlorfeniramina,Mirabegron,2
Oksaprozyna,Ridogrel,0
Trastuzumab,Dactinomycyna,3
Morfina,Trympramina,3
Epirubicyna,Cyklofosfamid,1
Ketorolak,Enoksaparina,3
Tymazepam,Dronabinol,4
Ropiniol,Prometazyna,2
Carisoprodol,Paroksetyna,2
Oksytetracyklina,Węglan wapnia,1
Siarczan magnezu,Rifampicyna,2
Isoniazid,Tegafur,4
Simvastatyna,Etrawiryna,2
Fluoksetyna,Haloperidol,1
Repaglinid,Sparfloksacyna,2
Risperidon,Rufinamid,4
Sipuleucel-T,Idelalisib,2
Tioridazine,Metamfetamina,4
Trifluperazine,Rizatriptan,0
Hydroksyzyna,Flunizyna,4
Rifabutina,Prednizon,1
Goserelina,Propafenon,2
Desogestrel,Glikidon,3
Tranilcypromina,Flupirilen,3
Benzphetamina,Mezorydazyna,1
Chlorstalidon,Tadalafil,0
Telitromycyna,Wilazodon,1
Nefazodon,Olaparib,3
Imipramina,Cinacalcet,4
Benazepril,Sirolimus,0
Werapamil,Kwas salicylowy,1
Metadon,Bromazepam,0
Kofeina,Ketorolak,3
Kwas fusydowy,Wilanderol,2
Amfotericin B,Octan kortyzonu,1
Fentoina,Isoniazid,3
Doksepina,Orphenadryna,4
Pegaspargase,Sipuleucel-T,4
Streptokinaza,Rivaroksaban,4
Desogestrel,Trebrostinil,1
Isocarboksazid,Tiotropium,0
Docetaksel,Kwas fusydowy,0
Allopurinol,Chlorpropamid,3
Witamina E,Ketorolak,0
Cilostazol,Simeprewir,3
Midodryna,Propyloheksedryna,4
Bromocripteina,Palbocyclib,2
Talidomid,Clonazepam,4
Chinapryl,Dapoksetyna,0
Anistreplaze,Cangrelor,2
Chlorstalidon,Paroksetyna,3
Acenokumarol,Amorolfina,1
Enalapryl,Trichlormetiazyd,0
Escitalopram,Acenokumarol,2
Chlorozokon,Paraldehyd,1
Modafinil,Ibrrutynib,2
Kofeina,Hydroflumetiazyd,2
Gemfibrozil,Pirfenidon,0
Tranilcypromina,Bretylium,2
Witamina E,Desvenlafaksine,1
Enalapryl,Canagliflozyna,2
Tadalafil,Fenobarbital,3
Droperidol,Flibanserina,4
Linezolid,Flupirilen,1
Cimetidyna,Tamsulosina,4
Silodozyna,Stiripentol,1
Chlorstalidon,Kodeina,1
Nortriptylina,Dziurawiec,0
Pantoprazol,Nelfinawir,1
Mesalazina,Wodorowęglan sodu,2
Flekainid,Kwas mlekowy,1
Chlorpropamid,Risperidon,1
Metylopredisolon,Rifampicyna,1
TenecttePlase,Ibuprofen,0
Sucykinylocholina,Pirydostigmine,2
Carfenazyna,Escitalopram,3
Calfaktant,Ceritnib,1
Glukagon,Olanzapina,0
Karbamazepina,Mitotane,2
Lewobunolol,Ceritnib,0
Pazopanib,Tofacitynib,2
Desvenlafaksine,Błękit metylenowy,2
Nicardypina,Dabrafenib,1
Fenobarbital,Pirfenidon,3
Duloksetyna,Amyl azotyn,2
Lorazepam,Tripolidynę,1
Aprepitant,Fludrokortyzon,4
Dronabinol,Ezogabine,4
Granisetron,Milnacipran,1
Nimodypina,Nafcillina,4
Werapamil,Eliglustat,2
Kwas deoksycholowy,Milnacipran,1
Cyklosporyna,Oksaprozyna,2
Bromfeniramina,Metamfetamina,3
Netilmycyna,Wecuronium,2
Amfetamina,Aminofilina,2
Fentoina,Brekspiprazol,3
Klarytromycyna,Bepridil,1
Lovastatyna,Ticagrelor,1
Sulpiryd,Brekspiprazol,3
Erytromycyna,Acetoheksamid,1
Chinina,Chinapryl,1
Niacyna,Rosuvastatyna,1
Indometacyna,Ridogrel,2
Aprepitant,Temsirolimus,0
Nicardypina,Lacosamid,1
Telaprewir,Suvoreksant,4
Nisoldypina,Etrawiryna,4
Metformina,Lopinawir,1
Hydromorphon,Catinon,4
Zonisamid,Orphenadryna,0
Piroksicam,Streptomycyna,1
Warfaryna,Proguanil,4
Rufinamid,Pomalidomid,1
Karbinoksamina,Mirabegron,1
Metadon,Konivaptan,3
Ritonawir,Crizotynib,1
Gliburyd,Karbokisteine,4
Zopiclon,Kobikistat,0
Sulpiryd,Fluoksetyna,2
Biotyna,Dicoumarol,2
Kodeina,Lanreotyd,4
Besylan atracurium,Ribostamycyna,3
Repaglinid,Fosamprenawir,3
Phendimetrazine,Molindon,4
Azelastyna,Mirabegron,2
Nelfinawir,Rifabutina,0
Felodipina,Obinutuzumab,4
Eplerenon,Nefazodon,4
Daunorubicyna,Tofacitynib,3
Amiodaron,Artesunat,1
Secobarbital,Chloramphenicol,3
Apremilast,Dabrafenib,1
Ritonawir,MedroksyProgesterone octan,1
Heksobarbital,Empagliflozyna,2
Ritonawir,Edoksaban,3
Butalbitalny,Werapamil,4
Olanzapina,Talidomid,0
Midazolam,MetotrimePrazine,0
PROCYCIDINE,Cyklobenzapryna,3
Prymenid,Cefacetryl,2
Diltiazem,Dziurawiec,4
Fluisolid,Imatynib,4
Triflupromazyna,Ergotamina,1
MedroksyProgesterone octan,Gliklazyd,2
Moeksipril,Pentonoksifylina,4
Trastuzumab,Nilotynib,0
Etodolak,Aliskiren,0
Kwas mykofenolowy,Ofloksacyna,1
PROCYCIDINE,Oksycodon,0
Galantamina,Besylan atracurium,2
MetotrimePrazine,Amisulpryd,0
Tramadol,Amiloryd,1
Zolpidem,Asenapina,4
Fluoksetyna,Chlormezanon,3
Dydrogesteron,Danaparoid,4
Irinotecan,Prymidon,3
Prrazosina,Gabapentyna,1
Oksybutynina,Mirabegron,4
Leflunomyd,Rilonacept,2
Abirateron,Siltuksimab,0
Toldaptan,Ivacaft,0
Wenlafaksine,Siltuksimab,3
Triazolam,Dziurawiec,4
Trympramina,N / A,0
Hydrokortyzon,Roflumilast,1
Itrakonazol,Ibrrutynib,1
Chloramphenicol,Metamizol,1
Tofacitynib,Cortycotropina,3
Ridogrel,Aprotynina,1
Reserpina,Metoklopramid,4
Alteplaze,Fenoprofen,4
Midodryna,Labetalol,2
Alprazolam,Tipranawir,4
Isoniazid,Wodorotlenek aluminium,4
Goserelina,Kation litowy,1
Leuprolyd,Kultury,3
Nelfinawir,Sufentanil,1
Woriconazol,Kobikistat,3
Colestipol,Propranolol,0
Hydromorphon,Ramosetron,0
Bosentan,Doksorubicyna,1
Nicardypina,Siltuksimab,1
Klozapina,Metimazol,3
Isoniazid,Artesunat,0
Atenolol,Dronedaron,2
Omeprazol,Fosfofenytoina,3
Paliperydon,Kation litowy,3
ICozapent,Etyylestradiol,0
Deksametazon,Ticagrelor,0
Chinidyna,Edoksaban,2
Dacarbazine,Tofacitynib,3
Paracetamol,Orcyprenalina,0
Pramipeksole,Stiripentol,4
Klonidyna,Risperidon,1
Arypiprazol,Insulinay klepsyjna,3
Buspiron,Suvoreksant,2
Ziprazidon,Rufinamid,3
PHENPROUMON,Heparyna,0
Telitromycyna,Romidepsina,3
Moksifloksacyna,Sucralfat,3
Salbutamol,ChlorphenMine,0
Kwas edetic,Insulina detemir,1
Prymidon,Olaparib,1
Erlotynib,Ivacaft,1
Morfina,Desipramina,3
Diltiazem,Heksobarbital,1
Ridogrel,Nadroparyna,2
Wenlafaksine,Fengamfamina,0
Lewokabastyna,Mianserina,1
Esmolol,Prymidon,0
Olanzapina,Cyklobenzapryna,3
TenecttePlase,Abciksimab,1
TenecttePlase,Prasugrel,4
Fluoksetyna,Tioridazine,0
Brimondyna,Quetiapine,0
Prymidon,Dronedaron,0
Timolol,Tranilcypromina,0
Nintedanib,Desirudina,0
Witamina E,Wilazodon,2
Fenelzine,Fenoksybenzamina,3
Leuprolyd,Bromocripteina,4
MedroksyProgesterone octan,Alogliptyna,1
Flukonazol,Domperidon,1
Minoksidil,Atazanawir,1
Buspiron,Chlormezanon,2
Buspiron,Triflupromazyna,0
Imatynib,Ifosfamid,4
Duloksetyna,Acetofenazyna,2
Nortriptylina,Orcyprenalina,3
Meprobamat,Nabilon,0
Fludrokortyzon,Darunawir,4
Topiramat,Karbamazepina,4
Tositumomab,Dalteparna,3
Bacofen,Oksycodon,1
Teofilina,Mestranol,4
Metaksalon,Paraldehyd,4
Trifluperazine,Benzphetamina,2
Tranilcypromina,Fenoterol,1
Felbamat,Saksagliptina,4
Acetazolamid,Tapentadol,4
Worapaksar,Kobikistat,0
Mykofenolate mofetil,Benzylopenicyna,0
Zolpidem,Zalepon,3
Flucloksacillina,Metotreksat,4
Risperidon,Metipranolol,2
Fluwoksamina,Deferasiroks,3
Indometacyna,Tobramycyna,2
Nelfinawir,Izawukonazol,0
Colestipol,Digoksyna,4
Orlistat,Stiripentol,0
Rifampicyna,Boceprewir,1
Kwas tiaproofenowy,Ribostamycyna,4
Trympramina,Chlormezanon,4
Trympramina,Mezorydazyna,4
Klarytromycyna,Ulipristal,4
Isoniazid,Octan kortyzonu,2
Beclometasone dipropionat,Deferasiroks,2
Ceftolozane,Kwas picosulfurowy,1
Prrazosina,Johimbina,0
Trebrostinil,Flurburfofen,4
Lovastatyna,Dabrafenib,2
Flurazepam,Rufinamid,0
Butorfanol,Minocyklina,1
Klopidogrel,Rabeprazol,0
Phentermine,Feniramina,1
Trympramina,Metyrozyna,2
Sucralfat,Sulpiryd,1
Bacofen,Wortioksetyna,1
Mekamyloamina,Sulfametazyna,3
Mesalazina,Cimetidyna,4
Tetracyklina,Azydocillina,1
MetotrimePrazine,Dekstroamphetamina,1
Nimodypina,Terbinafina,4
Tamsulosina,Kwas fusydowy,1
Paroksetyna,Enoksaparina,2
Paroksetyna,Leworfanol,3
Digoksyna,Ticagrelor,3
Nicardypina,Heksobarbital,2
Tamsulosina,Telitromycyna,3
Trastuzumab,Natalizumab,2
Doksycylina,Secobarbital,4
Reserpina,Carteolol,1
Carteolol,Metapolina,2
Amiodaron,Everolimus,1
Desmopressina,Sulindak,2
Witamina D3,Danazol,1
Tolterodina,Nefazodon,2
Tramadol,Dabrafenib,1
Metotreksat,Denosumab,2
Perindopril,Diazoksyd,0
Goserelina,Wardenafil,3
Milnacipran,Obinutuzumab,0
Flufenazyna,Tizanidine,3
Catinon,DEXCROLORFENIRIRAMINE MALEATE,3
Eretriptan,Palbocyclib,1
Alteplaze,Salsalat,2
Mirtazapine,Stiripentol,2
Escitalopram,Iobenguan,2
Olanzapina,Pramlintyd,4
Phentermine,Promazina,1
Tolbutamid,Alogliptyna,4
Ciprofloksacyna,Flibanserina,3
CobiMetynib,Stiripentol,3
Metyldopa,Nicorandil,0
Salsalat,Kwas cytrynowy,4
Mifepriston,Apiksaban,4
Bosentan,Deksametazon,4
Fenoprofen,Obinutuzumab,1
Cyklizine,Mianserina,3
Trimetoprim,Insulina detemir,2
Aprepitant,Dapoksetyna,1
Clobazam,Luliconazol,4
Prazipantel,Kwas fusydowy,3
Kultury,Nabilon,1
Kwas walproinowy,Rufinamid,4
Rifabutina,Tamoksyfen,4
Chinina,Warfaryna,1
Meloksykam,Glukozamina,2
Abirateron,Pazopanib,0
Flukonazol,Piroksicam,4
Aldesleukina,Propionate Clobetasol,3
Anakinra,Abatacept,3
Pantoprazol,Metotreksat,1
Atazanawir,Posakonazol,1
Desllurane,Perampanel,1
Framycetyn,Cefuroksime,3
Deferipron,Cynkowy glukonat,3
Ranolazine,Kwas fusydowy,3
Gliburyd,Glikidon,0
Heparyna,Apiksaban,0
Olanzapina,Lewomilnacipran,4
Memantyna,Bupropion,3
Wildagliplina,Iloperidon,2
Bupivacaine,Metipranolol,3
Werapamil,Tacrolimus,3
PROCYCIDINE,Loksapine,1
Nitrogliceryna,Dapoksetyna,3
Fluoksetyna,Klopidogrel,0
Amoksapina,Tioridazine,2
Acebutolol,Acepromazyna,2
Metamfetamina,Wilanderol,0
Sucykinylocholina,Spektaklomycyna,1
Bacofen,Meperidyna,3
Dronabinol,Clenbuterol,4
Insulina Lispro,Articaine,2
Fludrokortyzon,Etodolak,0
Amlodypina,Hydrokodon,1
Klarytromycyna,Macetentan,4
Indinewir,Aksitynib,4
Walsartan,Bumetanid,2
Dronedaron,Enzalutamid,1
Kalcytriol,Mifepriston,0
Lewokabastyna,Rotigotina,4
Tadalafil,Bumetanid,4
Aldesleukina,Karwedilol,4
Torasemid,Ipratropium,2
Bendroflumetiazyd,Butorfanol,1
Sildenafil,Telaprewir,3
Glimepirde,Saquinawir,1
Pegaspargase,Trastuzumab,1
Goserelina,Promazina,0
Kwas salicylowy,Saksagliptina,3
Secobarbital,Meloksykam,4
Fluwoksamina,Flibanserina,1
Chinidyna,Arypiprazol,0
Esmolol,Wardenafil,1
Lorazepam,Dantrolen,0
Fenelzine,Indapamid,0
Alfuzosina,Siltuksimab,0
Ondansetron,Desipramina,4
Phentermine,Tiotiksen,3
Metylofenidat,Tiotiksen,3
Desogestrel,Nadroparyna,0
Trastuzumab,Panobinostat,3
Werapamil,Idarubicyna,1
Levotyroksine,Tolewamer,3
Chlorek potasu,Dimenhydrunat,2
Solifenacyna,Kwas fusydowy,2
Esmolol,Dyszyramid,0
Fezoterodina,Siltuksimab,2
Cyklosporyna,Tofacitynib,2
Metolazon,Aspiryna,0
Ranitydyna,Saquinawir,4
Sulfizoksazol,Rifabutina,0
Erlotynib,Rifampicyna,4
Frowatryptan,Flupirilen,0
Torasemid,Triamcynolon,1
Newirapine,Bupropion,3
Irinotecan,Tesmilifen,3
Zalepon,Orphenadryna,1
Fosfofenytoina,Paraldehyd,0
Pegvisomant,Lanreotyd,2
Wincristyna,Tocilizumab,3
Chinina,Besylan atracurium,2
Lamotrygina,Silodozyna,1
Alfuzosina,Timolol,0
Rifapencja,Idelalisib,3
Fentanyl,Talidomid,2
Metyrozyna,Azelastyna,2
Tenofowir Dispoksil,Amikacja,1
Leuprolyd,Sulfizoksazol,1
Rifampicyna,Lumefantryna,4
Wincristyna,Crizotynib,0
Acetazolamid,Mianserina,4
Ifosfamid,Enzalutamid,3
Chlormezanon,Metoklopramid,3
Teofilina,Halazepam,1
Celecoksib,Netilmycyna,2
Dutasteryd,Kobikistat,3
Skopolamina,Oksybatan sodu,0
Eszopiclon,Brimondyna,1
Ibritrumomab tiuksetan,Tolmetina,4
Arypiprazol,Mirabegron,0
Mezorydazyna,Rasagilina,2
Nadolol,Insulina Aspart,1
Prilokaina,Primaquine,3
Dronedaron,Kobikistat,0
Lovastatyna,Konivaptan,0
Lewokabastyna,Tiotropium,2
Metroheksital,Prenyloaminę,1
Cefotaksime,Warfaryna,2
Besylan atracurium,Polymyksin B,3
Esmolol,Heksobarbital,4
Goserelina,Dolasetron,4
Doofetiled,Procainamid,2
Kwas risedronic,Glukonat wapnia,0
Chlorpromazyna,Fezoterodina,3
Terazosina,Dapoksetyna,0
Atenolol,Metroheksital,4
Clomipramina,Eliglustat,2
Lidokaina,Teriflunomid,0
Fentoina,Cisatracurium,2
Ketamina,Simeprewir,0
Ganciclowir,Kwas mykofenolowy,1
Cyklosporyna,Kwas mykofenolowy,2
Peginterferon alfa-2b,Atomoksyna,3
Phentermine,Sertindole,4
Chlorfeniramina,Rotigotina,0
Promazina,Paraldehyd,3
Urokinaza,Indometacyna,3
Diltiazem,Risperidon,0
Tolterodina,Ramosetron,4
Tamsulosina,Flunizyna,2
Etanol,Quetiapine,2
Pantoprazol,Moklobemid,2
Nifedipina,Molsidomine,2
Aminofilina,Wemurafenib,4
Oksazepam,Johimbina,3
Ketorolak,Fenoprofen,3
